Season,TeamID,Elo
2003,1112,1597.625278043819
2003,1163,1475.9039694309488
2003,1166,1479.9495807369399
2003,1173,1562.4507601905825
2003,1181,1516.0411308461346
2003,1196,1464.0313618682694
2003,1208,1517.8430251188863
2003,1228,1605.3760513630211
2003,1242,1583.971825724148
2003,1246,1809.0204644180392
2003,1257,1539.8045606667922
2003,1266,1555.9462268366544
2003,1268,1400.3377260167495
2003,1272,1524.7426117449504
2003,1280,1515.616030617639
2003,1281,1398.5874584032958
2003,1323,1219.962064708639
2003,1328,1602.303354510711
2003,1338,1695.1407591563354
2003,1390,1463.2829599011447
2003,1393,1454.9455443151521
2003,1400,1498.6710054391558
2003,1448,1456.6326338406304
2003,1458,1510.7460382001325
2003,1462,1552.422870965196
2003,1104,1269.4300811207295
2003,1437,1057.1801957508387
2003,1296,1143.8004401820294
2003,1457,1082.9268944425262
2003,1186,1094.3756749063198
2003,1161,1184.8892246109697
2003,1236,802.0730253871626
2003,1194,572.575532036169
2003,1156,650.985364593454
2003,1426,989.6034998250124
2003,1202,930.7619488425588
2003,1106,730.6160067631228
2003,1237,1155.2209698491165
2003,1135,1174.9590828955454
2003,1125,972.2940818256993
2003,1183,867.3026283790134
2003,1129,926.7137426952971
2003,1353,1007.416772697894
2003,1162,428.94539859359696
2003,1314,1206.666321632834
2003,1336,890.3387425617307
2003,1131,1142.3663486611372
2003,1389,885.8668776899394
2003,1422,647.3241553500065
2003,1447,1172.9086237132412
2003,1256,820.6826268649748
2003,1221,1348.8044216097694
2003,1304,1015.8065448812475
2003,1147,711.3759974252976
2003,1187,863.4127656856549
2003,1292,1121.229066638084
2003,1191,904.6844641731179
2003,1227,1144.655912193855
2003,1211,1295.9868085746732
2003,1220,803.8659623728256
2003,1217,696.4304081610088
2003,1193,1130.9665184705882
2003,1200,538.7530444431146
2003,1456,832.6722570705839
2003,1207,1202.7896777742885
2003,1212,705.8624986920333
2003,1110,1128.1298521010178
2003,1298,650.5442624617652
2003,1416,1156.197720389699
2003,1301,1317.5520832966201
2003,1291,685.8924027609285
2003,1308,1180.230958517861
2003,1410,600.9723318504184
2003,1265,942.4196108791225
2003,1159,883.786281704921
2003,1164,866.6487485089399
2003,1267,932.9153147525684
2003,1310,1174.0230586316138
2003,1277,1468.5537359515147
2003,1421,869.6822172476628
2003,1148,853.6191957917154
2003,1394,805.6430963418475
2003,1168,794.784538765192
2003,1452,1099.1273158923937
2003,1175,958.3740937084808
2003,1451,1399.8867816263532
2003,1364,1169.7455702501677
2003,1438,947.3086609747891
2003,1254,645.6008177078886
2003,1180,1196.4834987272955
2003,1436,1145.86240388858
2003,1185,882.1331414771248
2003,1435,1011.8130648037873
2003,1368,823.8130924106285
2003,1428,1367.4342549937026
2003,1381,766.7004342253739
2003,1427,795.9636230928909
2003,1226,945.1539586078711
2003,1425,1179.9290674181295
2003,1415,644.7455493222517
2003,1412,1294.2372276549222
2003,1128,976.0020283801902
2003,1379,933.4205903467201
2003,1108,819.101255814955
2003,1382,1086.0436577091452
2003,1439,994.8430563128525
2003,1384,819.9455577151006
2003,1224,860.4264983544389
2003,1375,852.9173738292602
2003,1380,563.307065490958
2003,1343,1033.376033753241
2003,1444,1096.257095126754
2003,1349,1145.9686357284431
2003,1408,1114.6316951800377
2003,1350,1073.7225663729748
2003,1347,690.2329504858837
2003,1352,769.6158902092176
2003,1282,876.5682830264816
2003,1317,633.1014951771521
2003,1283,1134.7017068791226
2003,1373,1201.9545103096123
2003,1107,623.1769172911561
2003,1218,1051.9487136107753
2003,1114,1038.0793078325455
2003,1219,644.41097920992
2003,1319,910.6345687000176
2003,1232,600.6259960202353
2003,1464,608.3914683275943
2003,1241,918.1845326087724
2003,1247,890.5147512246896
2003,1174,1033.0804208328507
2003,1250,775.1889177819364
2003,1171,756.5613350241273
2003,1258,773.0773668976542
2003,1260,1098.633034844921
2003,1261,1455.0077136642874
2003,1311,383.8215792092284
2003,1179,798.4239497381644
2003,1158,1139.6244055662116
2003,1149,837.9771702895704
