X,Y
15,0
14,1
13,2
12,3
11,4
10,5
9,6
8,7
7,8
6,9
5,10
4,11
5,12
6,13
7,14
8,15
9,16
10,17
11,18
12,19
12,20
11,21
12,22
13,23
14,24
15,25
16,26
17,27
18,28
19,29
